action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_conversation_started_7d,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_onsite_conversion.messaging_conversation_started_7d,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,9,,,4,1,1,9,,,,6,,,,,212,,212,6,6,,202,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,4,,2.43,"[{'action_type': 'outbound_click', 'value': '2.43'}]",2.43,9.72,1.08,,,0.045849,0.045849,1.62,,0.048119,2.43,17.022767,17.142857,0.700525,2025-12-13,2025-12-13,1.007055,571,0.700525,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.700525'}]",567,9.72,16,4,16,182,90,40
,9,,,3,2,2,9,,,,5,,,,,134,,134,5,5,,126,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,3,,1.783333,"[{'action_type': 'outbound_click', 'value': '1.783333'}]",1.783333,2.675,0.594444,,,0.039925,0.039925,1.07,,0.04246,1.783333,20.188679,20.188679,1.132075,2025-12-13,2025-12-13,1,265,1.132075,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.132075'}]",265,5.35,9,4,9,112,59,34
,1,,,1,1,1,1,,,,1,,,,,41,,41,1,1,,39,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,2.11,"[{'action_type': 'outbound_click', 'value': '2.11'}]",2.11,2.11,2.11,,,0.051463,0.051463,2.11,,0.054103,2.11,36.37931,37.017544,1.724138,2025-12-13,2025-12-13,1.017544,58,1.724138,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.724138'}]",57,2.11,9,7,7,37,26,16
,,,,,,,,,,,,,,,,9,,9,,,,9,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,65+,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.032222,0.032222,,,0.032222,,16.111111,16.111111,0,2025-12-13,2025-12-13,1,18,,,,,18,0.29,,3,,8,3,
,,,,,,,,,,,,,,,,3,,3,,,,3,,6927328151184,02 Eddie_Snoop - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,18-24,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.04,0.04,,,0.04,,10,10,0,2025-12-13,2025-12-13,1,12,,,,,12,0.12,,3,,3,2,1
,,,,,,,,,,,1,,,,,17,,17,1,1,,16,,6927328151184,02 Eddie_Snoop - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.053529,0.053529,0.91,,0.056875,,13,13,0,2025-12-13,2025-12-13,1,70,,,,,70,0.91,2,2,2,13,5,2
,,,,,,,,,,,1,,,,,34,,34,1,1,,33,,6927328151184,02 Eddie_Snoop - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.040882,0.040882,1.39,,0.042121,,15.795455,15.795455,0,2025-12-13,2025-12-13,1,88,,,,,88,1.39,3,3,3,23,10,6
,,,,,,,,,,,,,,,,17,,17,,,,17,,6927328151184,02 Eddie_Snoop - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.03,0.03,,,0.03,,16.451613,16.451613,0,2025-12-13,2025-12-13,1,31,,,,,31,0.51,2,5,2,17,7,4
,,,,,,,,,,,,,,,,3,,3,,,,3,,6927328151184,02 Eddie_Snoop - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.033333,0.033333,,,0.033333,,20,20,0,2025-12-13,2025-12-13,1,5,,,,,5,0.1,1,8,1,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6927328151184,02 Eddie_Snoop - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,65+,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,,0,0,0,2025-12-13,2025-12-13,1,2,,,,,2,0,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6927328151384,04_MorganF_Nuthin But A G Thang - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,18-24,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,,10,10,0,2025-12-13,2025-12-13,1,1,,,,,1,0.01,,3,,,,
,,,,,,,,,,,,,,,,4,,4,,,,4,,6927328151384,04_MorganF_Nuthin But A G Thang - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.02,0.02,,,0.02,,6.666667,6.666667,0,2025-12-13,2025-12-13,1,12,,,,,12,0.08,,4,,3,3,2
,2,,,1,,,2,,,,,,,,,7,,7,,,,6,,6927328151384,04_MorganF_Nuthin But A G Thang - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,0.12,"[{'action_type': 'outbound_click', 'value': '0.12'}]",0.12,,0.06,,,0.017143,0.017143,,,0.02,0.12,10,10,8.333333,2025-12-13,2025-12-13,1,12,8.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '8.333333'}]",12,0.12,,5,,5,3,2
,,,,,,,,,,,,,,,,6,,6,,,,6,,6927328151384,04_MorganF_Nuthin But A G Thang - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.071667,0.071667,,,0.071667,,33.076923,33.076923,0,2025-12-13,2025-12-13,1,13,,,,,13,0.43,,3,,4,1,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927328151384,04_MorganF_Nuthin But A G Thang - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.06,0.06,,,0.06,,60,60,0,2025-12-13,2025-12-13,1,1,,,,,1,0.06,,10,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,6927328151384,04_MorganF_Nuthin But A G Thang - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,65+,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,,10,10,0,2025-12-13,2025-12-13,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927328151584,01 Morgan_Snoop_Ginndjuice_01 - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.05,0.05,,,0.05,,10,10,0,2025-12-13,2025-12-13,1,5,,,,,5,0.05,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6927328151584,01 Morgan_Snoop_Ginndjuice_01 - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,,6.666667,6.666667,0,2025-12-13,2025-12-13,1,3,,,,,3,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6927328151784,04 Morgan_humble - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,18-24,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,,5,5,0,2025-12-13,2025-12-13,1,2,,,,,2,0.01,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6927328151784,04 Morgan_humble - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,,15,15,0,2025-12-13,2025-12-13,1,8,,,,,8,0.12,,1,,,,
,,,,,,,,,,,,,,,,6,,6,,,,6,,6927328151784,04 Morgan_humble - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.036667,0.036667,,,0.036667,,14.666667,14.666667,0,2025-12-13,2025-12-13,1,15,,,,,15,0.22,,3,,6,2,
,,,,,,,,,,,,,,,,3,,3,,,,3,,6927328151784,04 Morgan_humble - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.063333,0.063333,,,0.063333,,23.75,23.75,0,2025-12-13,2025-12-13,1,8,,,,,8,0.19,1,4,1,2,1,1
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927328151784,04 Morgan_humble - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-12-13,2025-12-13,1,1,,,,,1,0.04,,6,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,18-24,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,,13.333333,13.333333,0,2025-12-13,2025-12-13,1,3,,,,,3,0.04,,1,,,,
,,,,,,,,,,,,,,,,6,,6,,,,6,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.038333,0.038333,,,0.038333,,15.333333,15.333333,0,2025-12-13,2025-12-13,1,15,,,,,15,0.23,1,4,1,6,3,3
,,,,,,,,,,,1,,,,,4,,4,1,1,,3,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.035,0.035,0.14,,0.046667,,15.555556,15.555556,0,2025-12-13,2025-12-13,1,9,,,,,9,0.14,,2,,2,,
,,,,,,,,,,,1,,,,,9,,9,1,1,,8,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.023333,0.023333,0.21,,0.02625,,17.5,17.5,0,2025-12-13,2025-12-13,1,12,,,,,12,0.21,1,6,1,8,5,2
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.09,0.09,,,0.09,,45,45,0,2025-12-13,2025-12-13,1,2,,,,,2,0.09,,5,,1,1,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,18-24,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0,0,,,0,,0,0,0,2025-12-13,2025-12-13,1,1,,,,,1,0,,5,,1,,
,,,,,,,,,,,,,,,,2,,2,,,,2,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-13,2025-12-13,1,4,,,,,4,0.06,1,6,1,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,,16,16,0,2025-12-13,2025-12-13,1,5,,,,,5,0.08,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.17,0.17,,,0.17,,28.333333,28.333333,0,2025-12-13,2025-12-13,1,6,,,,,6,0.17,,3,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,,10,10,0,2025-12-13,2025-12-13,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927328152384,jesus_rap_1_4x5 - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.01,0.01,,,0.01,,5,5,0,2025-12-13,2025-12-13,1,2,,,,,2,0.01,,7,,1,1,1
,,,,,,,,,,,1,,,,,5,,5,1,1,,4,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,18-24,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.078,0.078,0.39,,0.0975,,26,30,0,2025-12-13,2025-12-13,1.153846,15,,,,,13,0.39,1,5,1,3,3,2
,4,1,,3,,,4,,,,,,,,,20,,20,,,,17,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,3,,0.3,"[{'action_type': 'outbound_click', 'value': '0.3'}]",0.3,,0.225,,,0.045,0.045,,,0.052941,0.3,14.0625,14.0625,4.6875,2025-12-13,2025-12-13,1,64,4.6875,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '4.6875'}]",64,0.9,2,3,2,14,7,5
,4,,,2,,,4,,,,1,,,,,64,,64,1,1,,61,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,2,,1.265,"[{'action_type': 'outbound_click', 'value': '1.265'}]",1.265,,0.6325,,,0.039531,0.039531,2.53,,0.041475,1.265,15.617284,16.322581,1.234568,2025-12-13,2025-12-13,1.045161,162,1.234568,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.234568'}]",155,2.53,5,4,5,57,29,17
,,,,,,,,,,,1,,,,,32,,32,1,1,,31,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.063438,0.063438,2.03,,0.065484,,21.595745,22.307692,0,2025-12-13,2025-12-13,1.032967,94,,,,,91,2.03,5,17,5,28,11,6
,,,,,,,,,,,,,,,,2,,2,,,,2,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.075,0.075,,,0.075,,18.75,18.75,0,2025-12-13,2025-12-13,1,8,,,,,8,0.15,,4,,2,2,2
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,65+,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.05,0.05,,,0.05,,50,50,0,2025-12-13,2025-12-13,1,1,,,,,1,0.05,,12,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,18-24,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,,10,10,0,2025-12-13,2025-12-13,1,1,,,,,1,0.01,,3,,,,
,1,1,,1,,,1,,,,,,,,,6,,6,,,,5,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,0.24,"[{'action_type': 'outbound_click', 'value': '0.24'}]",0.24,,0.24,,,0.04,0.04,,,0.048,0.24,14.117647,14.117647,5.882353,2025-12-13,2025-12-13,1,17,5.882353,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.882353'}]",17,0.24,1,4,1,4,2,2
,,,,,,,,,,,,,,,,7,,7,,,,7,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.037143,0.037143,,,0.037143,,15.294118,15.294118,0,2025-12-13,2025-12-13,1,17,,,,,17,0.26,1,9,1,6,2,1
,,,,,,,,,,,,,,,,5,,5,,,,5,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.034,0.034,,,0.034,,14.166667,14.166667,0,2025-12-13,2025-12-13,1,12,,,,,12,0.17,,4,,4,2,2
,,,,,,,,,,,,,,,,2,,2,,,,2,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-13,2025-12-13,1,2,,,,,2,0.02,,6,,2,1,
